id_time,n_flows,n_packets,n_bytes,sum_n_dest_asn,average_n_dest_asn,std_n_dest_asn,sum_n_dest_ports,average_n_dest_ports,std_n_dest_ports,sum_n_dest_ip,average_n_dest_ip,std_n_dest_ip,tcp_udp_ratio_packets,tcp_udp_ratio_bytes,dir_ratio_packets,dir_ratio_bytes,avg_duration,avg_ttl,ip_id
152.0,151076.0,716739.0,164276960.0,41710.0,15.5,38.09,42157.0,15.67,28.88,81227.0,30.18,84.02,0.71,0.7,0.49,0.53,12.2,96.55,100.0
153.0,132923.0,719219.0,234455070.0,37349.0,14.6,36.23,36100.0,14.11,28.24,71560.0,27.97,77.86,0.71,0.7,0.5,0.54,12.71,90.52,100.0
154.0,247730.0,954983.0,364281730.0,45103.0,17.65,51.33,34377.0,13.45,33.71,95878.0,37.53,125.44,0.69,0.69,0.5,0.55,12.72,90.56,100.0
155.0,261228.0,1125030.0,436926300.0,45618.0,17.74,51.03,40778.0,15.85,49.21,96399.0,37.48,121.12,0.7,0.7,0.49,0.54,12.87,97.74,100.0
156.0,298628.0,1536134.0,595942850.0,50560.0,18.68,51.11,59427.0,21.96,66.95,107437.0,39.7,125.69,0.74,0.74,0.47,0.54,12.35,105.81,100.0
157.0,281452.0,1157923.0,416349120.0,48216.0,19.26,53.59,41863.0,16.73,41.07,106200.0,42.43,136.5,0.69,0.68,0.48,0.53,14.27,100.45,100.0
158.0,250302.0,860025.0,254989940.0,47292.0,19.11,51.57,32341.0,13.07,24.24,102334.0,41.35,126.68,0.71,0.71,0.46,0.51,14.09,112.62,100.0
159.0,149405.0,740184.0,240272880.0,40051.0,16.25,39.09,32922.0,13.36,25.46,80024.0,32.48,87.51,0.74,0.73,0.48,0.52,13.53,108.55,100.0
160.0,157228.0,778388.0,231638880.0,40881.0,16.6,40.28,36349.0,14.76,26.76,80923.0,32.87,89.29,0.72,0.72,0.48,0.52,13.34,97.31,100.0
161.0,252197.0,929004.0,346650020.0,46796.0,19.1,55.04,36989.0,15.1,26.24,96419.0,39.35,133.34,0.77,0.76,0.47,0.51,4.46,102.05,100.0
162.0,287219.0,968728.0,372024220.0,48399.0,19.56,58.49,33214.0,13.42,25.1,101911.0,41.18,145.27,0.76,0.76,0.49,0.52,3.77,101.79,100.0
163.0,260072.0,831329.0,313067970.0,47674.0,19.77,58.65,30957.0,12.84,24.1,98261.0,40.76,141.79,0.78,0.76,0.43,0.48,2.25,130.02,100.0
164.0,277771.0,942551.0,371349100.0,48052.0,19.13,54.36,35521.0,14.14,24.58,97948.0,38.99,132.06,0.82,0.81,0.41,0.47,2.36,133.82,100.0
165.0,256345.0,865376.0,314085980.0,47873.0,19.23,55.92,33948.0,13.64,24.94,95480.0,38.36,133.51,0.83,0.81,0.41,0.46,2.46,143.27,100.0
166.0,110809.0,451022.0,143743580.0,35044.0,14.72,37.77,28233.0,11.86,18.24,61399.0,25.8,77.11,0.83,0.8,0.41,0.46,2.29,142.01,100.0
167.0,108803.0,490197.0,183165540.0,33666.0,13.91,35.77,27644.0,11.42,17.43,59429.0,24.56,72.34,0.82,0.79,0.42,0.47,2.2,136.71,100.0
168.0,211131.0,802148.0,315688540.0,44727.0,18.68,50.62,29374.0,12.26,20.64,90977.0,37.99,116.55,0.74,0.73,0.45,0.48,12.68,121.49,100.0
169.0,268627.0,986759.0,373073540.0,49840.0,20.28,56.16,34321.0,13.97,27.32,106948.0,43.53,137.07,0.71,0.71,0.46,0.49,13.42,106.38,100.0
170.0,291818.0,1050160.0,351014200.0,50919.0,20.73,58.18,36786.0,14.98,41.79,111634.0,45.45,143.15,0.68,0.69,0.49,0.52,13.45,97.52,100.0
171.0,317061.0,1048643.0,344537900.0,52325.0,21.3,60.41,36163.0,14.72,35.82,113724.0,46.3,146.9,0.69,0.7,0.48,0.51,13.24,106.17,100.0
172.0,175907.0,686540.0,235085500.0,41077.0,16.49,46.23,31359.0,12.59,24.72,79267.0,31.82,104.54,0.75,0.75,0.48,0.52,6.45,110.25,100.0
173.0,117752.0,585894.0,156224260.0,35823.0,14.59,38.72,37692.0,15.35,55.74,67684.0,27.56,77.93,0.77,0.74,0.45,0.51,13.03,144.99,100.0
174.0,124778.0,713071.0,209087580.0,36152.0,14.82,36.88,36878.0,15.11,44.08,68106.0,27.91,72.9,0.75,0.73,0.46,0.52,13.94,122.8,100.0
175.0,168763.0,793005.0,230742780.0,39867.0,16.98,41.14,36930.0,15.73,47.44,76306.0,32.5,87.24,0.72,0.7,0.44,0.48,14.41,105.14,100.0
176.0,228545.0,871485.0,319888770.0,45211.0,19.1,57.56,31305.0,13.23,40.44,94195.0,39.8,131.92,0.68,0.68,0.48,0.51,15.2,96.0,100.0
177.0,245968.0,934294.0,381623360.0,45481.0,18.37,51.07,28799.0,11.63,22.43,99083.0,40.02,126.14,0.7,0.68,0.46,0.49,14.32,102.66,100.0
178.0,257518.0,1012946.0,374117500.0,46390.0,19.21,53.26,30327.0,12.56,24.97,102917.0,42.62,132.67,0.69,0.68,0.46,0.5,14.13,98.09,100.0
179.0,228438.0,877010.0,294400960.0,46342.0,19.17,53.17,29457.0,12.18,28.64,98503.0,40.74,125.18,0.7,0.68,0.5,0.53,14.13,98.79,100.0
180.0,130616.0,608961.0,168014510.0,37945.0,16.92,39.94,27135.0,12.1,19.76,75041.0,33.46,85.54,0.68,0.67,0.49,0.52,15.96,99.91,100.0
181.0,113063.0,518928.0,169581360.0,33434.0,15.57,37.9,22541.0,10.49,39.29,64164.0,29.87,76.28,0.65,0.64,0.51,0.53,16.39,93.57,100.0
182.0,158913.0,600386.0,234918350.0,34224.0,17.64,45.88,17791.0,9.17,23.04,69185.0,35.66,98.39,0.64,0.64,0.51,0.53,17.77,97.7,100.0
183.0,193410.0,677684.0,270111780.0,37712.0,18.12,47.26,20199.0,9.71,16.0,77535.0,37.26,107.19,0.7,0.68,0.46,0.5,16.49,121.4,100.0
184.0,180437.0,721072.0,319778850.0,38354.0,17.47,47.24,22887.0,10.43,17.92,74807.0,34.08,107.93,0.72,0.7,0.47,0.51,10.73,122.82,100.0
185.0,246251.0,817407.0,300867940.0,38798.0,18.24,51.98,23593.0,11.09,21.1,81223.0,38.19,126.39,0.7,0.69,0.47,0.51,10.43,111.96,100.0
186.0,221886.0,810478.0,338479260.0,39751.0,18.35,50.04,26929.0,12.43,22.73,81147.0,37.46,119.29,0.73,0.71,0.46,0.5,9.24,121.84,100.0
187.0,127301.0,565905.0,187151380.0,33975.0,15.5,38.25,26661.0,12.16,22.45,62766.0,28.63,83.73,0.71,0.69,0.46,0.5,9.33,114.22,100.0
188.0,146576.0,615221.0,228528540.0,35411.0,15.79,40.49,25840.0,11.52,20.4,65677.0,29.28,88.05,0.69,0.67,0.48,0.51,10.1,99.12,100.0
189.0,251342.0,738907.0,288914400.0,38167.0,18.79,53.89,18939.0,9.32,17.06,77037.0,37.93,124.12,0.65,0.64,0.48,0.51,9.47,99.2,100.0
190.0,292957.0,1037274.0,469521250.0,44863.0,20.45,54.72,26216.0,11.95,22.23,95167.0,43.38,128.38,0.67,0.66,0.47,0.5,18.66,101.18,100.0
191.0,299943.0,1103443.0,514968480.0,45751.0,21.58,57.58,27757.0,13.09,26.52,100716.0,47.51,138.61,0.65,0.63,0.47,0.49,18.41,107.24,100.0
192.0,342281.0,1132921.0,469932380.0,47824.0,22.23,59.45,30571.0,14.21,27.92,107612.0,50.03,147.29,0.67,0.66,0.46,0.49,16.86,104.75,100.0
193.0,272693.0,982303.0,336994400.0,44869.0,20.62,55.01,29656.0,13.63,25.81,101067.0,46.45,135.85,0.69,0.68,0.47,0.51,15.13,91.21,100.0
194.0,174232.0,858657.0,292282270.0,41443.0,18.24,41.8,35109.0,15.45,27.11,86551.0,38.09,95.81,0.72,0.71,0.44,0.5,14.33,103.0,100.0
195.0,182599.0,762644.0,278876260.0,40680.0,18.27,42.57,28056.0,12.6,21.53,83721.0,37.59,94.75,0.7,0.68,0.46,0.49,14.79,114.82,100.0
196.0,303376.0,1033868.0,449450720.0,45205.0,20.73,55.68,24784.0,11.36,19.84,101302.0,46.45,135.64,0.67,0.65,0.47,0.49,14.99,104.48,100.0
197.0,298235.0,974306.0,357271230.0,44922.0,21.01,56.4,25990.0,12.16,22.04,99899.0,46.73,137.46,0.68,0.67,0.47,0.49,14.51,105.14,100.0
198.0,321894.0,1118768.0,419283420.0,47979.0,21.4,57.61,31260.0,13.94,28.06,110375.0,49.23,144.98,0.67,0.66,0.46,0.48,14.03,95.4,100.0
199.0,289177.0,1128517.0,476831580.0,48056.0,21.18,58.43,31872.0,14.05,30.4,110114.0,48.53,147.13,0.66,0.65,0.46,0.49,16.57,92.16,100.0
200.0,217975.0,868742.0,368675170.0,40969.0,18.47,48.06,26299.0,11.86,21.54,86826.0,39.15,111.41,0.7,0.67,0.44,0.48,15.31,114.17,100.0
201.0,142528.0,819715.0,371437300.0,36479.0,15.39,36.32,29359.0,12.38,20.85,74140.0,31.27,79.8,0.72,0.7,0.45,0.49,13.0,102.45,100.0
202.0,162038.0,784850.0,285009600.0,38918.0,15.98,38.53,31857.0,13.08,25.81,80400.0,33.0,86.82,0.68,0.66,0.47,0.5,15.58,90.22,100.0
203.0,253931.0,1006755.0,498508580.0,45100.0,19.3,52.73,27952.0,11.96,23.69,97724.0,41.82,126.31,0.69,0.68,0.46,0.49,12.75,102.71,100.0
204.0,257332.0,920319.0,349197900.0,45205.0,19.49,51.91,29987.0,12.93,25.27,98190.0,42.34,126.97,0.73,0.73,0.44,0.47,11.9,113.18,100.0
205.0,170479.0,719390.0,253317340.0,39386.0,17.02,40.62,29760.0,12.86,23.86,81611.0,35.27,95.33,0.73,0.72,0.44,0.47,14.12,116.42,100.0
206.0,222451.0,806581.0,371571900.0,39008.0,17.72,45.06,25400.0,11.54,21.1,84728.0,38.5,114.43,0.75,0.74,0.45,0.48,12.74,123.62,100.0
207.0,198034.0,796668.0,418992160.0,37390.0,17.19,44.82,23295.0,10.71,19.18,78342.0,36.02,108.51,0.74,0.73,0.45,0.47,13.86,128.58,100.0
208.0,113106.0,543256.0,291438660.0,30243.0,13.94,33.41,24137.0,11.13,18.3,54303.0,25.04,72.63,0.77,0.75,0.43,0.47,6.17,139.02,100.0
209.0,110121.0,489606.0,174946980.0,29039.0,13.83,34.55,23628.0,11.25,19.74,52259.0,24.89,73.16,0.78,0.77,0.43,0.46,4.57,131.66,100.0
210.0,253090.0,1035860.0,539244860.0,40682.0,18.02,53.19,30013.0,13.29,27.84,86621.0,38.36,130.0,0.73,0.73,0.47,0.49,5.51,95.8,100.0
211.0,280270.0,1241646.0,690571650.0,43360.0,19.18,55.69,34060.0,15.06,32.38,94355.0,41.73,140.57,0.75,0.75,0.45,0.47,4.33,92.78,100.0
212.0,226298.0,927014.0,413615040.0,41357.0,17.46,49.57,34285.0,14.47,30.11,87241.0,36.83,122.05,0.73,0.72,0.44,0.46,4.01,95.48,100.0
213.0,264447.0,994060.0,456881570.0,42081.0,18.25,53.7,31118.0,13.49,27.52,92324.0,40.04,136.12,0.72,0.71,0.47,0.49,3.92,92.38,100.0
214.0,240615.0,943235.0,480458620.0,42821.0,18.73,54.04,29502.0,12.91,25.82,91170.0,39.88,133.52,0.68,0.67,0.45,0.47,7.42,94.87,100.0
215.0,142230.0,608444.0,233601580.0,37527.0,15.53,40.78,30240.0,12.51,23.01,70975.0,29.36,91.1,0.71,0.7,0.45,0.48,4.47,93.85,100.0
216.0,152533.0,661130.0,251963580.0,37200.0,15.07,39.61,32429.0,13.13,24.35,71685.0,29.03,90.1,0.72,0.71,0.44,0.47,5.46,95.7,100.0
217.0,266635.0,1001233.0,511215700.0,43496.0,18.33,54.5,28323.0,11.94,23.75,92691.0,39.06,134.8,0.73,0.72,0.46,0.49,3.57,95.3,100.0
218.0,275449.0,1073789.0,545613500.0,44287.0,18.35,54.55,32131.0,13.31,25.97,96384.0,39.93,139.55,0.75,0.75,0.47,0.5,3.23,97.05,100.0
219.0,261527.0,884372.0,358172740.0,42678.0,18.04,53.21,29463.0,12.45,22.84,92979.0,39.3,136.02,0.73,0.72,0.47,0.49,3.22,93.35,100.0
220.0,275337.0,1002371.0,485466620.0,43267.0,18.23,54.34,29826.0,12.56,27.4,95467.0,40.21,140.36,0.72,0.7,0.48,0.51,3.51,94.18,100.0
221.0,245513.0,880350.0,402152200.0,41988.0,17.66,51.34,28317.0,11.91,23.05,90353.0,38.01,130.12,0.68,0.66,0.47,0.5,3.37,93.93,100.0
222.0,167899.0,678925.0,183398990.0,38133.0,15.74,40.6,36191.0,14.94,28.06,74226.0,30.63,94.68,0.69,0.67,0.46,0.49,3.43,94.9,100.0
223.0,180097.0,818645.0,295593180.0,40757.0,16.69,39.9,32181.0,13.18,23.8,86649.0,35.48,93.35,0.71,0.7,0.47,0.49,11.99,91.57,100.0
224.0,265698.0,914958.0,328438620.0,43817.0,19.68,53.62,25856.0,11.62,24.18,100433.0,45.12,135.01,0.68,0.67,0.47,0.5,12.5,93.02,100.0
225.0,221461.0,808706.0,336215550.0,37571.0,18.88,52.26,20486.0,10.29,21.48,85143.0,42.79,130.46,0.66,0.65,0.49,0.5,13.95,90.96,100.0
226.0,155438.0,979952.0,307093900.0,30303.0,18.23,46.15,16511.0,9.93,18.19,64483.0,38.8,104.1,0.6,0.6,0.49,0.48,16.27,91.17,100.0
227.0,122939.0,386915.0,134173350.0,27504.0,17.92,43.39,11911.0,7.76,15.71,57663.0,37.57,96.35,0.56,0.55,0.5,0.5,18.32,91.33,100.0
228.0,131603.0,450005.0,138207180.0,28976.0,16.81,42.2,15349.0,8.9,16.99,60454.0,35.07,95.95,0.64,0.63,0.46,0.48,15.87,106.39,100.0
229.0,62511.0,318225.0,107421360.0,21960.0,12.2,26.17,13690.0,7.61,13.86,39169.0,21.76,49.6,0.71,0.67,0.4,0.45,15.37,134.88,100.0
230.0,65439.0,289747.0,102231550.0,20437.0,12.45,29.91,14918.0,9.09,22.68,35384.0,21.55,58.07,0.64,0.6,0.44,0.47,5.35,117.69,100.0
231.0,135298.0,491423.0,237578370.0,26937.0,16.22,44.4,15085.0,9.08,16.91,53600.0,32.27,98.48,0.64,0.63,0.48,0.48,5.66,98.8,100.0
232.0,140526.0,444006.0,172510370.0,27747.0,16.93,46.38,14487.0,8.84,18.41,57410.0,35.03,106.74,0.6,0.59,0.49,0.51,4.35,98.27,100.0
233.0,146170.0,465521.0,177838370.0,28015.0,16.61,46.02,14464.0,8.57,17.63,57389.0,34.02,105.56,0.63,0.62,0.5,0.52,5.14,93.65,100.0
234.0,139750.0,437325.0,183684110.0,27807.0,17.54,47.51,12983.0,8.19,16.38,56749.0,35.8,107.38,0.59,0.58,0.49,0.49,5.17,94.67,100.0
235.0,123054.0,383300.0,177690860.0,26490.0,17.19,45.5,12833.0,8.33,16.12,53548.0,34.75,101.86,0.63,0.61,0.49,0.5,5.63,98.11,100.0
236.0,64810.0,233946.0,65851624.0,20952.0,13.4,33.45,12943.0,8.28,16.05,38043.0,24.32,67.33,0.6,0.58,0.48,0.5,5.26,97.01,100.0
237.0,61996.0,288423.0,99428970.0,20645.0,12.7,31.11,15295.0,9.41,15.44,36311.0,22.33,60.58,0.7,0.69,0.46,0.47,4.47,94.39,100.0
238.0,152563.0,586004.0,287664930.0,31311.0,17.8,45.81,15860.0,9.02,17.48,66408.0,37.75,103.41,0.65,0.65,0.48,0.49,17.37,90.45,100.0
239.0,204119.0,759031.0,281143940.0,38466.0,17.07,48.33,27825.0,12.35,25.87,81002.0,35.95,120.71,0.72,0.71,0.46,0.48,6.6,92.1,100.0
240.0,233664.0,850263.0,336068220.0,42756.0,18.12,51.32,32608.0,13.82,28.94,90405.0,38.32,129.36,0.76,0.75,0.42,0.46,4.94,109.2,100.0
241.0,201395.0,729329.0,264343440.0,40078.0,17.19,46.81,30140.0,12.93,24.11,82310.0,35.31,114.41,0.78,0.77,0.42,0.45,4.4,117.67,100.0
242.0,183661.0,713620.0,238746290.0,38850.0,16.3,46.9,32695.0,13.72,35.97,82171.0,34.48,116.91,0.74,0.74,0.49,0.51,4.95,100.02,100.0
243.0,114767.0,554212.0,182580290.0,32921.0,13.71,35.32,27922.0,11.62,22.52,64150.0,26.71,82.5,0.72,0.7,0.47,0.5,4.42,100.62,100.0
244.0,109946.0,519298.0,180538300.0,31782.0,13.73,35.78,26370.0,11.4,22.35,60756.0,26.26,80.48,0.71,0.7,0.47,0.5,4.02,101.29,100.0
245.0,196286.0,671064.0,239207280.0,37744.0,16.72,49.04,23760.0,10.53,20.57,79482.0,35.22,120.42,0.7,0.68,0.48,0.5,3.91,98.25,100.0
246.0,186424.0,806176.0,428368580.0,37159.0,16.72,49.34,23709.0,10.67,23.02,78805.0,35.45,122.05,0.69,0.68,0.48,0.5,3.94,96.96,100.0
247.0,169375.0,697485.0,348871260.0,36538.0,16.5,47.95,23818.0,10.75,22.41,75509.0,34.09,114.34,0.68,0.67,0.47,0.49,4.09,98.31,100.0
248.0,195092.0,718449.0,311636740.0,38386.0,16.9,49.67,24858.0,10.94,22.24,80773.0,35.55,121.21,0.71,0.7,0.48,0.5,3.39,104.22,100.0
249.0,160506.0,612343.0,247426720.0,36021.0,15.7,44.88,23857.0,10.4,20.84,75284.0,32.8,110.21,0.7,0.69,0.48,0.51,3.78,103.47,100.0
250.0,106190.0,488041.0,145036700.0,32655.0,13.8,36.03,27160.0,11.48,22.0,62465.0,26.4,81.83,0.72,0.7,0.47,0.5,4.32,103.43,100.0
251.0,104359.0,519064.0,177541220.0,30985.0,13.66,35.09,27062.0,11.93,19.49,57724.0,25.45,77.87,0.72,0.7,0.46,0.48,4.18,101.74,100.0
252.0,176855.0,705978.0,305259680.0,35824.0,16.14,46.11,23710.0,10.68,19.24,75253.0,33.9,113.91,0.7,0.69,0.48,0.5,3.75,94.88,100.0
253.0,135561.0,480818.0,201193340.0,30438.0,15.49,42.86,17684.0,9.0,15.14,62470.0,31.79,103.46,0.7,0.69,0.49,0.51,3.6,102.64,100.0
254.0,104371.0,404685.0,167239800.0,27862.0,14.56,38.57,16748.0,8.75,15.41,54503.0,28.49,86.95,0.72,0.72,0.49,0.51,3.98,107.1,100.0
255.0,183294.0,691357.0,308859840.0,37944.0,16.51,46.21,26131.0,11.37,20.17,80781.0,35.15,117.92,0.72,0.71,0.46,0.49,4.43,112.29,100.0
256.0,150251.0,568620.0,209614030.0,34432.0,15.23,42.47,23302.0,10.31,18.55,71746.0,31.73,104.97,0.7,0.69,0.48,0.51,4.19,105.41,100.0
257.0,102097.0,513369.0,150210300.0,30618.0,13.32,33.3,28135.0,12.24,25.83,59031.0,25.69,77.42,0.71,0.69,0.48,0.51,4.62,102.63,100.0
258.0,114808.0,576134.0,210870530.0,31166.0,13.42,33.79,30439.0,13.11,28.03,59536.0,25.64,77.75,0.72,0.7,0.46,0.49,4.07,101.21,100.0
259.0,203011.0,855275.0,393293200.0,39202.0,17.06,48.56,28989.0,12.61,26.39,84269.0,36.67,123.56,0.72,0.7,0.48,0.5,4.06,97.97,100.0
260.0,223513.0,961634.0,450633100.0,41917.0,17.73,51.15,31179.0,13.19,28.4,93226.0,39.44,136.2,0.73,0.72,0.48,0.5,3.77,95.87,100.0
261.0,240951.0,955890.0,369391900.0,45579.0,19.65,52.96,30689.0,13.23,26.87,105633.0,45.53,139.72,0.68,0.67,0.47,0.49,11.51,96.52,100.0
262.0,219479.0,895345.0,410292900.0,42451.0,18.34,48.8,28173.0,12.17,23.51,97912.0,42.29,129.08,0.67,0.66,0.47,0.5,11.21,101.92,100.0
263.0,174702.0,649783.0,213708200.0,38380.0,16.15,44.34,30631.0,12.89,22.41,80268.0,33.77,112.12,0.76,0.74,0.46,0.49,4.73,118.07,100.0
264.0,116956.0,576800.0,149573710.0,33443.0,13.71,33.58,33110.0,13.58,25.15,65580.0,26.89,80.69,0.73,0.71,0.45,0.49,4.09,106.28,100.0
265.0,108677.0,540407.0,189341260.0,31772.0,13.58,33.51,26941.0,11.51,17.7,58633.0,25.06,74.51,0.7,0.69,0.47,0.5,3.29,99.99,100.0
266.0,187925.0,1334694.0,1254747300.0,37544.0,16.51,47.63,21707.0,9.55,16.18,78272.0,34.42,117.19,0.67,0.66,0.47,0.49,3.44,97.4,100.0
267.0,183538.0,698820.0,326770700.0,37372.0,16.26,46.31,23091.0,10.05,17.76,77875.0,33.89,114.56,0.69,0.68,0.48,0.5,2.83,96.53,100.0
268.0,210401.0,1024738.0,437528000.0,36884.0,16.08,46.0,30500.0,13.3,32.24,76898.0,33.52,114.07,0.7,0.68,0.48,0.51,3.06,97.82,100.0
269.0,172999.0,700926.0,282130200.0,36129.0,16.09,44.4,25089.0,11.17,23.08,73696.0,32.81,107.53,0.7,0.68,0.48,0.5,3.07,109.29,100.0
270.0,127492.0,501468.0,157795950.0,33747.0,14.44,39.53,25958.0,11.11,20.2,66629.0,28.51,92.96,0.71,0.69,0.48,0.51,3.66,108.61,100.0
271.0,93290.0,469487.0,151329280.0,29177.0,12.74,31.77,24504.0,10.7,20.71,55672.0,24.31,73.81,0.7,0.67,0.47,0.51,3.14,109.43,100.0
272.0,86128.0,428240.0,171881310.0,28663.0,12.45,28.89,24750.0,10.75,17.83,51142.0,22.21,63.73,0.76,0.73,0.43,0.47,3.08,129.12,100.0
273.0,159054.0,730311.0,349153570.0,35290.0,15.53,43.04,25710.0,11.31,21.0,71874.0,31.62,104.49,0.74,0.71,0.47,0.5,3.41,110.88,100.0
274.0,183429.0,826125.0,370451500.0,37247.0,16.52,46.53,31460.0,13.96,31.11,79166.0,35.12,117.76,0.71,0.69,0.48,0.51,3.86,97.6,100.0
275.0,189346.0,761864.0,287035780.0,38703.0,16.73,47.6,32552.0,14.07,34.14,81684.0,35.3,119.22,0.7,0.69,0.47,0.49,3.34,102.11,100.0
276.0,194976.0,770052.0,297687360.0,38809.0,16.95,48.58,33425.0,14.6,31.05,84409.0,36.86,125.17,0.71,0.69,0.48,0.51,3.91,105.9,100.0
277.0,174092.0,751214.0,352324700.0,37961.0,16.62,45.78,30950.0,13.55,30.18,79363.0,34.75,115.23,0.71,0.68,0.46,0.49,3.37,104.7,100.0
278.0,106417.0,598068.0,188249150.0,31747.0,14.08,34.61,32151.0,14.26,29.77,60260.0,26.73,79.65,0.71,0.69,0.45,0.49,3.42,103.32,100.0
279.0,105749.0,532713.0,167535870.0,30608.0,14.21,34.96,29017.0,13.47,25.71,57539.0,26.71,80.0,0.73,0.71,0.45,0.48,3.39,102.84,100.0
0.0,20899.0,215996.0,32969340.0,5180.0,6.31,2.88,19332.0,23.55,27.61,5880.0,7.16,3.52,0.88,0.87,0.51,0.59,1.78,94.9,101.0
1.0,8217.0,61554.0,9701572.0,4238.0,5.14,2.41,7041.0,8.54,13.79,4766.0,5.78,2.85,0.77,0.75,0.51,0.57,1.78,105.94,101.0
2.0,5925.0,36946.0,6268568.0,4597.0,5.7,3.07,4795.0,5.95,4.23,5231.0,6.49,3.7,0.77,0.75,0.49,0.55,1.29,107.95,101.0
3.0,6095.0,38324.0,6540487.0,4755.0,5.86,2.8,4948.0,6.1,3.51,5382.0,6.64,3.36,0.81,0.79,0.49,0.55,1.75,109.6,101.0
4.0,7415.0,42801.0,7137766.0,5382.0,6.51,2.93,5803.0,7.02,3.85,6133.0,7.42,3.54,0.84,0.82,0.45,0.52,1.96,127.2,101.0
5.0,7501.0,47301.0,8004222.0,5383.0,6.51,2.87,5856.0,7.08,4.04,6216.0,7.52,3.65,0.82,0.81,0.47,0.52,2.31,116.63,101.0
6.0,7098.0,49702.0,8554105.0,5266.0,6.37,2.81,5749.0,6.95,4.42,6164.0,7.45,3.79,0.79,0.77,0.5,0.56,1.8,101.6,101.0
7.0,5855.0,38815.0,6606379.0,4653.0,5.69,2.68,4748.0,5.8,3.3,5215.0,6.38,3.2,0.79,0.78,0.5,0.56,1.96,100.41,101.0
8.0,7526.0,40459.0,6831790.0,4739.0,5.89,2.81,5435.0,6.76,4.41,5785.0,7.2,3.68,0.82,0.8,0.47,0.53,1.48,123.11,101.0
9.0,7684.0,30593.0,4840537.0,4544.0,5.64,2.3,5183.0,6.43,3.39,5695.0,7.07,2.86,0.83,0.8,0.42,0.5,1.69,152.84,101.0
10.0,8404.0,32917.0,5082581.0,4340.0,5.45,2.26,5748.0,7.22,5.22,5173.0,6.5,2.71,0.84,0.81,0.42,0.49,1.86,148.58,101.0
11.0,8696.0,32896.0,4847714.0,4894.0,6.05,2.47,6031.0,7.45,5.41,5508.0,6.81,2.91,0.84,0.82,0.4,0.47,1.85,147.5,101.0
12.0,8633.0,35796.0,5423198.0,4867.0,5.99,2.51,6167.0,7.59,6.03,5447.0,6.7,3.14,0.82,0.8,0.42,0.48,2.24,137.34,101.0
13.0,6831.0,37603.0,6249683.0,4663.0,5.72,2.74,5476.0,6.72,4.88,5493.0,6.74,3.61,0.78,0.76,0.49,0.54,2.58,108.16,101.0
14.0,5000.0,23026.0,3712877.0,3925.0,4.92,2.15,3963.0,4.97,2.74,4447.0,5.58,2.61,0.73,0.71,0.5,0.56,2.0,112.72,101.0
15.0,5647.0,29242.0,4830741.0,4213.0,5.1,2.35,4513.0,5.46,3.34,4932.0,5.97,2.88,0.74,0.72,0.52,0.57,2.36,110.39,101.0
16.0,6610.0,33885.0,5667310.0,4892.0,5.94,2.67,5264.0,6.4,3.52,5755.0,6.99,3.3,0.79,0.77,0.49,0.55,1.96,115.72,101.0
17.0,6837.0,38040.0,6433748.0,4993.0,6.04,2.62,5429.0,6.57,4.18,5837.0,7.07,3.2,0.81,0.8,0.5,0.55,2.05,111.97,101.0
18.0,6099.0,39667.0,6789560.0,4692.0,5.71,2.55,4982.0,6.07,4.04,5340.0,6.5,3.14,0.81,0.8,0.5,0.55,1.65,98.3,101.0
19.0,6826.0,43294.0,7360879.0,5063.0,6.07,2.72,5343.0,6.41,3.72,5773.0,6.92,3.32,0.81,0.81,0.5,0.55,1.75,101.13,101.0
20.0,6895.0,37411.0,6273284.0,5130.0,6.4,2.72,5149.0,6.43,3.55,6014.0,7.51,3.46,0.77,0.76,0.5,0.55,1.93,106.32,101.0
21.0,6359.0,35389.0,5880580.0,4674.0,5.7,2.41,4791.0,5.84,3.07,5446.0,6.64,2.93,0.79,0.79,0.5,0.55,2.24,109.2,101.0
22.0,6369.0,38139.0,6419175.0,4818.0,5.85,2.76,5037.0,6.12,3.9,5573.0,6.77,3.43,0.77,0.75,0.5,0.55,1.92,105.25,101.0
23.0,6561.0,37336.0,6125621.0,5064.0,6.13,4.95,4899.0,5.93,3.41,5843.0,7.07,6.31,0.78,0.77,0.51,0.56,1.64,103.71,101.0
24.0,5309.0,30009.0,4974506.0,4205.0,5.21,2.55,4278.0,5.3,3.27,4757.0,5.89,3.03,0.77,0.76,0.51,0.56,2.07,103.58,101.0
25.0,4906.0,24591.0,4012577.0,3968.0,4.92,2.17,3880.0,4.81,2.71,4451.0,5.52,2.55,0.73,0.7,0.52,0.57,1.58,107.92,101.0
26.0,5608.0,31737.0,5328109.0,4394.0,5.37,2.41,4507.0,5.5,3.01,5023.0,6.13,2.9,0.79,0.77,0.49,0.54,1.85,108.93,101.0
27.0,5617.0,28486.0,4622794.0,4228.0,5.14,2.31,4394.0,5.34,3.31,4934.0,6.0,2.9,0.71,0.69,0.51,0.57,1.88,105.57,101.0
28.0,4542.0,17365.0,2674904.0,3461.0,4.41,2.1,3535.0,4.5,3.2,3971.0,5.06,2.51,0.65,0.62,0.52,0.57,1.06,106.59,101.0
29.0,5855.0,32675.0,5381986.0,4503.0,5.69,5.59,4334.0,5.47,3.28,5163.0,6.52,7.41,0.8,0.79,0.5,0.55,2.81,106.99,101.0
